seq	term
9272	isogroup176	Signal transduction mechanisms
9273	isogroup21442	Lipid transport and metabolism
9274	isogroup4660	Signal transduction mechanisms
9275	isogroup4660	Intracellular trafficking, secretion, and vesicular transport
9276	isogroup15358	Signal transduction mechanisms
9277	isogroup13486	Secondary metabolites biosynthesis, transport and catabolism
9278	isogroup21901	
9279	isogroup4344	
9280	isogroup17229	Inorganic ion transport and metabolism
9281	isogroup918	Carbohydrate transport and metabolism
9282	isogroup19149	
9283	isogroup11805	Signal transduction mechanisms
9284	isogroup11805	Intracellular trafficking, secretion, and vesicular transport
9285	isogroup22859	Cytoskeleton
9286	isogroup27321	Replication, recombination and repair
9287	isogroup7539	Energy production and conversion
9288	isogroup25184	Secondary metabolites biosynthesis, transport and catabolism
9289	isogroup18546	Transcription
9290	isogroup6960	Secondary metabolites biosynthesis, transport and catabolism
9291	isogroup3453	Posttranslational modification, protein turnover, chaperones
9292	isogroup17253	Carbohydrate transport and metabolism
9293	isogroup20605	Secondary metabolites biosynthesis, transport and catabolism
9294	isogroup1491	Replication, recombination and repair
9295	isogroup22518	Transcription
9296	isogroup632	Signal transduction mechanisms
9297	isogroup14078	Posttranslational modification, protein turnover, chaperones
9298	isogroup11770	
9299	isogroup21055	Amino acid transport and metabolism
9300	isogroup21766	Posttranslational modification, protein turnover, chaperones
9301	isogroup4954	Chromatin structure and dynamics
9302	isogroup1519	Signal transduction mechanisms
9303	isogroup14615	Signal transduction mechanisms
9304	isogroup9348	Replication, recombination and repair
9305	isogroup11384	Intracellular trafficking, secretion, and vesicular transport
9306	isogroup21211	Replication, recombination and repair
9307	isogroup28693	
9308	isogroup18443	Cytoskeleton
9309	isogroup20218	
9310	isogroup16935	Carbohydrate transport and metabolism
9311	isogroup1815	Transcription
9312	isogroup16519	Amino acid transport and metabolism
9313	isogroup17786	Signal transduction mechanisms
9314	isogroup9610	Amino acid transport and metabolism
9315	isogroup9610	Carbohydrate transport and metabolism
9316	isogroup5824	Cell cycle control, cell division, chromosome partitioning
9317	isogroup5509	Signal transduction mechanisms
9318	isogroup19094	Inorganic ion transport and metabolism
9319	isogroup19094	Signal transduction mechanisms
9320	isogroup14135	Secondary metabolites biosynthesis, transport and catabolism
9321	isogroup5467	Cell cycle control, cell division, chromosome partitioning
9322	isogroup21563	
9323	isogroup9389	
9324	isogroup16007	RNA processing and modification
9325	isogroup24324	Signal transduction mechanisms
9326	isogroup16061	Signal transduction mechanisms
9327	isogroup13767	Carbohydrate transport and metabolism
9328	isogroup5883	Inorganic ion transport and metabolism
9329	isogroup12487	Transcription
9330	isogroup5356	Translation, ribosomal structure and biogenesis
9331	isogroup6890	Posttranslational modification, protein turnover, chaperones
9332	isogroup2625	Replication, recombination and repair
9333	isogroup10001	Chromatin structure and dynamics
9334	isogroup10001	Transcription
9335	isogroup20031	Inorganic ion transport and metabolism
9336	isogroup16	Carbohydrate transport and metabolism
9337	isogroup18907	Translation, ribosomal structure and biogenesis
9338	isogroup10470	Signal transduction mechanisms
9339	isogroup22552	Replication, recombination and repair
9340	isogroup5360	
9341	isogroup25256	Amino acid transport and metabolism
9342	isogroup22132	
9343	isogroup4667	Signal transduction mechanisms
9344	isogroup22950	Signal transduction mechanisms
9345	isogroup7763	Posttranslational modification, protein turnover, chaperones
9346	isogroup22553	Translation, ribosomal structure and biogenesis
9347	isogroup374	Posttranslational modification, protein turnover, chaperones
9348	isogroup374	Intracellular trafficking, secretion, and vesicular transport
9349	isogroup1306	Cytoskeleton
9350	isogroup22241	Posttranslational modification, protein turnover, chaperones
9351	isogroup20981	Energy production and conversion
9352	isogroup14503	Amino acid transport and metabolism
9353	isogroup18961	Cell wall/membrane/envelope biogenesis
9354	isogroup10917	Translation, ribosomal structure and biogenesis
9355	isogroup9026	Signal transduction mechanisms
9356	isogroup1080	Translation, ribosomal structure and biogenesis
9357	isogroup17064	Replication, recombination and repair
9358	isogroup4724	
9359	isogroup10364	Lipid transport and metabolism
9360	isogroup10364	Secondary metabolites biosynthesis, transport and catabolism
9361	isogroup20274	Inorganic ion transport and metabolism
9362	isogroup20274	Signal transduction mechanisms
9363	isogroup6653	
9364	isogroup970	Lipid transport and metabolism
9365	isogroup6200	Amino acid transport and metabolism
9366	isogroup26543	Replication, recombination and repair
9367	isogroup9699	Lipid transport and metabolism
9368	isogroup28117	
9369	isogroup25082	Intracellular trafficking, secretion, and vesicular transport
9370	isogroup15737	Energy production and conversion
9371	isogroup20857	Lipid transport and metabolism
9372	isogroup9594	
9373	isogroup17126	Lipid transport and metabolism
9374	isogroup12305	Amino acid transport and metabolism
9375	isogroup2361	Signal transduction mechanisms
9376	isogroup2361	Defense mechanisms
9377	isogroup8314	Posttranslational modification, protein turnover, chaperones
9378	isogroup14447	Lipid transport and metabolism
9379	isogroup21177	Amino acid transport and metabolism
9380	isogroup21177	Coenzyme transport and metabolism
9381	isogroup16258	Signal transduction mechanisms
9382	isogroup20506	Replication, recombination and repair
9383	isogroup17881	Signal transduction mechanisms
9384	isogroup22396	Posttranslational modification, protein turnover, chaperones
9385	isogroup3086	Intracellular trafficking, secretion, and vesicular transport
9386	isogroup4749	Energy production and conversion
9387	isogroup6861	Nucleotide transport and metabolism
9388	isogroup6861	Inorganic ion transport and metabolism
9389	isogroup12292	Lipid transport and metabolism
9390	isogroup19800	Posttranslational modification, protein turnover, chaperones
9391	isogroup14844	Signal transduction mechanisms
9392	isogroup14407	Signal transduction mechanisms
9393	isogroup17863	Signal transduction mechanisms
9394	isogroup18759	Signal transduction mechanisms
9395	isogroup26293	Chromatin structure and dynamics
9396	isogroup26293	Signal transduction mechanisms
9397	isogroup13467	Signal transduction mechanisms
9398	isogroup8180	Posttranslational modification, protein turnover, chaperones
9399	isogroup25353	
9400	isogroup19607	Posttranslational modification, protein turnover, chaperones
9401	isogroup13622	Signal transduction mechanisms
9402	isogroup29126	Transcription
9403	isogroup5341	Replication, recombination and repair
9404	isogroup7626	Chromatin structure and dynamics
9405	isogroup25814	Carbohydrate transport and metabolism
9406	isogroup25814	Cell wall/membrane/envelope biogenesis
9407	isogroup16000	Posttranslational modification, protein turnover, chaperones
9408	isogroup26960	
9409	isogroup5641	Transcription
9410	isogroup23719	Signal transduction mechanisms
9411	isogroup13348	Amino acid transport and metabolism
9412	isogroup28809	Intracellular trafficking, secretion, and vesicular transport
9413	isogroup24381	Posttranslational modification, protein turnover, chaperones
9414	isogroup26066	Coenzyme transport and metabolism
9415	isogroup5411	Carbohydrate transport and metabolism
9416	isogroup5411	Cell wall/membrane/envelope biogenesis
9417	isogroup14650	Signal transduction mechanisms
9418	isogroup25698	Chromatin structure and dynamics
9419	isogroup25652	Posttranslational modification, protein turnover, chaperones
9420	isogroup24937	Intracellular trafficking, secretion, and vesicular transport
9421	isogroup20380	Signal transduction mechanisms
9422	isogroup18954	Posttranslational modification, protein turnover, chaperones
9423	isogroup1219	Defense mechanisms
9424	isogroup18928	Amino acid transport and metabolism
9425	isogroup1749	
9426	isogroup12811	Amino acid transport and metabolism
9427	isogroup14497	Amino acid transport and metabolism
9428	isogroup2128	Cytoskeleton
9429	isogroup20688	Secondary metabolites biosynthesis, transport and catabolism
9430	isogroup28296	
9431	isogroup25108	Translation, ribosomal structure and biogenesis
9432	isogroup14775	Replication, recombination and repair
9433	isogroup21897	
9434	isogroup16692	Signal transduction mechanisms
9435	isogroup29099	Signal transduction mechanisms
9436	isogroup28460	
9437	isogroup7492	Amino acid transport and metabolism
9438	isogroup7492	Coenzyme transport and metabolism
9439	isogroup7103	Signal transduction mechanisms
9440	isogroup7103	Intracellular trafficking, secretion, and vesicular transport
9441	isogroup13915	Transcription
9442	isogroup20750	Posttranslational modification, protein turnover, chaperones
9443	isogroup27701	Translation, ribosomal structure and biogenesis
9444	isogroup12016	Signal transduction mechanisms
9445	isogroup26852	RNA processing and modification
9446	isogroup1385	Secondary metabolites biosynthesis, transport and catabolism
9447	isogroup4156	Posttranslational modification, protein turnover, chaperones
9448	isogroup4156	Signal transduction mechanisms
9449	isogroup21180	Signal transduction mechanisms
9450	isogroup143	Intracellular trafficking, secretion, and vesicular transport
9451	isogroup9238	Translation, ribosomal structure and biogenesis
9452	isogroup7384	
9453	isogroup15263	Lipid transport and metabolism
9454	isogroup15263	Intracellular trafficking, secretion, and vesicular transport
9455	isogroup13415	Transcription
9456	isogroup16999	Posttranslational modification, protein turnover, chaperones
9457	isogroup1542	Transcription
9458	isogroup2102	Carbohydrate transport and metabolism
9459	isogroup2102	Cell wall/membrane/envelope biogenesis
9460	isogroup13981	Carbohydrate transport and metabolism
9461	isogroup23086	
9462	isogroup15615	Signal transduction mechanisms
9463	isogroup19056	Secondary metabolites biosynthesis, transport and catabolism
9464	isogroup29011	Signal transduction mechanisms
9465	isogroup24536	
9466	isogroup19679	Signal transduction mechanisms
9467	isogroup22686	Intracellular trafficking, secretion, and vesicular transport
9468	isogroup22686	Cytoskeleton
9469	isogroup8149	
9470	isogroup8445	Cytoskeleton
9471	isogroup28855	Replication, recombination and repair
9472	isogroup5840	Posttranslational modification, protein turnover, chaperones
9473	isogroup21936	Lipid transport and metabolism
9474	isogroup28152	Signal transduction mechanisms
9475	isogroup13029	Cell cycle control, cell division, chromosome partitioning
9476	isogroup13029	Nuclear structure
9477	isogroup25573	Lipid transport and metabolism
9478	isogroup707	Carbohydrate transport and metabolism
9479	isogroup26297	Signal transduction mechanisms
9480	isogroup25151	Signal transduction mechanisms
9481	isogroup13611	Signal transduction mechanisms
9482	isogroup10649	Secondary metabolites biosynthesis, transport and catabolism
9483	isogroup10980	Signal transduction mechanisms
9484	isogroup2896	
9485	isogroup12156	Lipid transport and metabolism
9486	isogroup27229	Transcription
9487	isogroup23979	
9488	isogroup29225	Replication, recombination and repair
9489	isogroup7072	Amino acid transport and metabolism
9490	isogroup7072	Signal transduction mechanisms
9491	isogroup25762	Signal transduction mechanisms
9492	isogroup24235	Nucleotide transport and metabolism
9493	isogroup14394	Posttranslational modification, protein turnover, chaperones
9494	isogroup14394	Intracellular trafficking, secretion, and vesicular transport
9495	isogroup25093	Carbohydrate transport and metabolism
9496	isogroup2933	Transcription
9497	isogroup22775	
9498	isogroup12620	
9499	isogroup11872	Posttranslational modification, protein turnover, chaperones
9500	isogroup2111	Energy production and conversion
9501	isogroup2111	Coenzyme transport and metabolism
9502	isogroup20133	Energy production and conversion
9503	isogroup19825	Posttranslational modification, protein turnover, chaperones
9504	isogroup14644	Signal transduction mechanisms
9505	isogroup27963	Cell cycle control, cell division, chromosome partitioning
9506	isogroup15149	Signal transduction mechanisms
9507	isogroup8412	RNA processing and modification
9508	isogroup7147	Translation, ribosomal structure and biogenesis
9509	isogroup9724	Signal transduction mechanisms
9510	isogroup9193	RNA processing and modification
9511	isogroup19037	
9512	isogroup26109	Cytoskeleton
9513	isogroup8552	Signal transduction mechanisms
9514	isogroup10634	Transcription
9515	isogroup15446	Cell cycle control, cell division, chromosome partitioning
9516	isogroup24584	Amino acid transport and metabolism
9517	isogroup5732	Signal transduction mechanisms
9518	isogroup21780	Transcription
9519	isogroup7690	Replication, recombination and repair
9520	isogroup2968	Replication, recombination and repair
9521	isogroup11581	Signal transduction mechanisms
9522	isogroup11581	Intracellular trafficking, secretion, and vesicular transport
9523	isogroup5448	Translation, ribosomal structure and biogenesis
9524	isogroup24590	Intracellular trafficking, secretion, and vesicular transport
9525	isogroup25676	Lipid transport and metabolism
9526	isogroup21255	Extracellular structures
9527	isogroup9035	RNA processing and modification
9528	isogroup25415	Carbohydrate transport and metabolism
9529	isogroup24973	Posttranslational modification, protein turnover, chaperones
9530	isogroup14156	Signal transduction mechanisms
9531	isogroup4691	RNA processing and modification
9532	isogroup28237	RNA processing and modification
9533	isogroup28237	Signal transduction mechanisms
9534	isogroup28237	Nuclear structure
9535	isogroup1846	Signal transduction mechanisms
9536	isogroup11779	
9537	isogroup23510	Lipid transport and metabolism
9538	isogroup15678	Secondary metabolites biosynthesis, transport and catabolism
9539	isogroup133	Signal transduction mechanisms
9540	isogroup13939	Posttranslational modification, protein turnover, chaperones
9541	isogroup21470	Posttranslational modification, protein turnover, chaperones
9542	isogroup18235	Carbohydrate transport and metabolism
9543	isogroup20244	Cytoskeleton
9544	isogroup15055	Coenzyme transport and metabolism
9545	isogroup24635	Amino acid transport and metabolism
9546	isogroup2225	
9547	isogroup12917	Transcription
9548	isogroup30	Lipid transport and metabolism
9549	isogroup11713	Replication, recombination and repair
9550	isogroup11350	Replication, recombination and repair
9551	isogroup848	Signal transduction mechanisms
9552	isogroup18884	RNA processing and modification
9553	isogroup15562	Chromatin structure and dynamics
9554	isogroup15562	Transcription
9555	isogroup16911	RNA processing and modification
9556	isogroup16671	
9557	isogroup6472	Posttranslational modification, protein turnover, chaperones
9558	isogroup11519	RNA processing and modification
9559	isogroup5043	Cell wall/membrane/envelope biogenesis
9560	isogroup5043	Inorganic ion transport and metabolism
9561	isogroup5043	Signal transduction mechanisms
9562	isogroup14049	Carbohydrate transport and metabolism
9563	isogroup22404	
9564	isogroup16855	Lipid transport and metabolism
9565	isogroup23083	Signal transduction mechanisms
9566	isogroup9373	Chromatin structure and dynamics
9567	isogroup19310	Posttranslational modification, protein turnover, chaperones
9568	isogroup17854	Energy production and conversion
9569	isogroup15104	Transcription
9570	isogroup7505	Carbohydrate transport and metabolism
9571	isogroup5755	Replication, recombination and repair
9572	isogroup13309	
9573	isogroup17173	Signal transduction mechanisms
9574	isogroup25802	Amino acid transport and metabolism
9575	isogroup25802	Lipid transport and metabolism
9576	isogroup6535	
9577	isogroup11276	Amino acid transport and metabolism
9578	isogroup4564	Posttranslational modification, protein turnover, chaperones
9579	isogroup19666	Lipid transport and metabolism
9580	isogroup517	RNA processing and modification
9581	isogroup17396	Intracellular trafficking, secretion, and vesicular transport
9582	isogroup5887	Posttranslational modification, protein turnover, chaperones
9583	isogroup19423	Inorganic ion transport and metabolism
9584	isogroup3051	Carbohydrate transport and metabolism
9585	isogroup23233	Signal transduction mechanisms
9586	isogroup2154	
9587	isogroup12879	Amino acid transport and metabolism
9588	isogroup12879	Inorganic ion transport and metabolism
9589	isogroup12879	Signal transduction mechanisms
9590	isogroup21318	Signal transduction mechanisms
9591	isogroup12238	
9592	isogroup7712	
9593	isogroup16840	Defense mechanisms
9594	isogroup23255	Lipid transport and metabolism
9595	isogroup23255	Secondary metabolites biosynthesis, transport and catabolism
9596	isogroup24483	Inorganic ion transport and metabolism
9597	isogroup4086	Intracellular trafficking, secretion, and vesicular transport
9598	isogroup6028	Posttranslational modification, protein turnover, chaperones
9599	isogroup22995	
9600	isogroup18163	Replication, recombination and repair
9601	isogroup8646	Amino acid transport and metabolism
9602	isogroup14037	Intracellular trafficking, secretion, and vesicular transport
9603	isogroup22172	
9604	isogroup20047	Cell cycle control, cell division, chromosome partitioning
9605	isogroup24200	Secondary metabolites biosynthesis, transport and catabolism
9606	isogroup13405	Posttranslational modification, protein turnover, chaperones
9607	isogroup19656	Cell motility
9608	isogroup27106	Posttranslational modification, protein turnover, chaperones
9609	isogroup22870	Posttranslational modification, protein turnover, chaperones
9610	isogroup4912	Lipid transport and metabolism
9611	isogroup2441	Replication, recombination and repair
9612	isogroup5171	Posttranslational modification, protein turnover, chaperones
9613	isogroup28076	Chromatin structure and dynamics
9614	isogroup28076	Cell cycle control, cell division, chromosome partitioning
9615	isogroup2414	
9616	isogroup18310	Amino acid transport and metabolism
9617	isogroup19695	Signal transduction mechanisms
9618	isogroup2285	Transcription
9619	isogroup4423	Replication, recombination and repair
9620	isogroup25869	Transcription
9621	isogroup21354	Cytoskeleton
9622	isogroup1135	Lipid transport and metabolism
9623	isogroup96	Amino acid transport and metabolism
9624	isogroup9908	Amino acid transport and metabolism
9625	isogroup24507	
9626	isogroup27054	Amino acid transport and metabolism
9627	isogroup17402	Translation, ribosomal structure and biogenesis
9628	isogroup15415	Signal transduction mechanisms
9629	isogroup1396	Translation, ribosomal structure and biogenesis
9630	isogroup391	Energy production and conversion
9631	isogroup391	Posttranslational modification, protein turnover, chaperones
9632	isogroup11336	Cell cycle control, cell division, chromosome partitioning
9633	isogroup11336	Cytoskeleton
9634	isogroup2676	Replication, recombination and repair
9635	isogroup5596	Transcription
9636	isogroup8581	Signal transduction mechanisms
9637	isogroup8581	Intracellular trafficking, secretion, and vesicular transport
9638	isogroup14557	Amino acid transport and metabolism
9639	isogroup8090	Cell wall/membrane/envelope biogenesis
9640	isogroup4102	Replication, recombination and repair
9641	isogroup11254	Signal transduction mechanisms
9642	isogroup24243	Inorganic ion transport and metabolism
9643	isogroup8264	Cytoskeleton
9644	isogroup12904	Signal transduction mechanisms
9645	isogroup1688	
9646	isogroup23169	Replication, recombination and repair
9647	isogroup1458	Lipid transport and metabolism
9648	isogroup23881	Replication, recombination and repair
9649	isogroup1336	Carbohydrate transport and metabolism
9650	isogroup1336	Cell wall/membrane/envelope biogenesis
9651	isogroup7278	Intracellular trafficking, secretion, and vesicular transport
9652	isogroup17315	Replication, recombination and repair
9653	isogroup27692	
9654	isogroup8328	Posttranslational modification, protein turnover, chaperones
9655	isogroup3036	Nucleotide transport and metabolism
9656	isogroup14962	Amino acid transport and metabolism
9657	isogroup6140	Chromatin structure and dynamics
9658	isogroup8325	Translation, ribosomal structure and biogenesis
9659	isogroup18066	
9660	isogroup9990	Lipid transport and metabolism
9661	isogroup9990	Intracellular trafficking, secretion, and vesicular transport
9662	isogroup25199	Lipid transport and metabolism
9663	isogroup1580	Secondary metabolites biosynthesis, transport and catabolism
9664	isogroup10341	Signal transduction mechanisms
9665	isogroup11087	Replication, recombination and repair
9666	isogroup11320	RNA processing and modification
9667	isogroup5742	Transcription
9668	isogroup24894	Replication, recombination and repair
9669	isogroup21971	Replication, recombination and repair
9670	isogroup23250	Signal transduction mechanisms
9671	isogroup29073	Amino acid transport and metabolism
9672	isogroup29073	Inorganic ion transport and metabolism
9673	isogroup29073	Signal transduction mechanisms
9674	isogroup23548	Lipid transport and metabolism
9675	isogroup13345	Intracellular trafficking, secretion, and vesicular transport
9676	isogroup21980	Nucleotide transport and metabolism
9677	isogroup51	Posttranslational modification, protein turnover, chaperones
9678	isogroup28047	Signal transduction mechanisms
9679	isogroup25918	Translation, ribosomal structure and biogenesis
9680	isogroup456	Transcription
9681	isogroup28830	RNA processing and modification
9682	isogroup28830	Cell cycle control, cell division, chromosome partitioning
9683	isogroup28830	Transcription
9684	isogroup22111	Transcription
9685	isogroup22102	Cell cycle control, cell division, chromosome partitioning
9686	isogroup7093	Signal transduction mechanisms
9687	isogroup10246	Replication, recombination and repair
9688	isogroup27641	Signal transduction mechanisms
9689	isogroup28368	Amino acid transport and metabolism
9690	isogroup9122	Translation, ribosomal structure and biogenesis
9691	isogroup27288	Posttranslational modification, protein turnover, chaperones
9692	isogroup28563	Cytoskeleton
9693	isogroup5621	Translation, ribosomal structure and biogenesis
9694	isogroup25249	Replication, recombination and repair
9695	isogroup11362	Cytoskeleton
9696	isogroup26898	Transcription
9697	isogroup13574	Cytoskeleton
9698	isogroup6563	Cell wall/membrane/envelope biogenesis
9699	isogroup23133	
9700	isogroup19371	Secondary metabolites biosynthesis, transport and catabolism
9701	isogroup25284	Replication, recombination and repair
9702	isogroup14106	Amino acid transport and metabolism
9703	isogroup7422	Transcription
9704	isogroup14298	Posttranslational modification, protein turnover, chaperones
9705	isogroup4770	Chromatin structure and dynamics
9706	isogroup13308	
9707	isogroup14946	Inorganic ion transport and metabolism
9708	isogroup27224	Posttranslational modification, protein turnover, chaperones
9709	isogroup4995	Lipid transport and metabolism
9710	isogroup22447	Signal transduction mechanisms
9711	isogroup137	Transcription
9712	isogroup1414	
9713	isogroup14763	Posttranslational modification, protein turnover, chaperones
9714	isogroup4504	Posttranslational modification, protein turnover, chaperones
9715	isogroup26059	Intracellular trafficking, secretion, and vesicular transport
9716	isogroup1074	Signal transduction mechanisms
9717	isogroup12327	Translation, ribosomal structure and biogenesis
9718	isogroup8347	Amino acid transport and metabolism
9719	isogroup8347	Signal transduction mechanisms
9720	isogroup14698	Chromatin structure and dynamics
9721	isogroup14698	Transcription
9722	isogroup10705	
9723	isogroup1601	Signal transduction mechanisms
9724	isogroup6904	
9725	isogroup2467	Posttranslational modification, protein turnover, chaperones
9726	isogroup2467	Inorganic ion transport and metabolism
9727	isogroup8785	Replication, recombination and repair
9728	isogroup17378	Inorganic ion transport and metabolism
9729	isogroup17378	Signal transduction mechanisms
9730	isogroup19332	Cell cycle control, cell division, chromosome partitioning
9731	isogroup16953	
9732	isogroup212	Cell cycle control, cell division, chromosome partitioning
9733	isogroup212	Replication, recombination and repair
9734	isogroup1331	
9735	isogroup9228	Replication, recombination and repair
9736	isogroup2383	Transcription
9737	isogroup8392	Intracellular trafficking, secretion, and vesicular transport
9738	isogroup16865	
9739	isogroup16020	Signal transduction mechanisms
9740	isogroup961	Intracellular trafficking, secretion, and vesicular transport
9741	isogroup8246	Signal transduction mechanisms
9742	isogroup11885	RNA processing and modification
9743	isogroup26077	Amino acid transport and metabolism
9744	isogroup28730	Replication, recombination and repair
9745	isogroup12512	
9746	isogroup18247	Chromatin structure and dynamics
9747	isogroup3928	Energy production and conversion
9748	isogroup14714	Extracellular structures
9749	isogroup26408	Posttranslational modification, protein turnover, chaperones
9750	isogroup24038	Amino acid transport and metabolism
9751	isogroup24038	Posttranslational modification, protein turnover, chaperones
9752	isogroup26803	
9753	isogroup9951	Lipid transport and metabolism
9754	isogroup23356	Transcription
9755	isogroup21769	Posttranslational modification, protein turnover, chaperones
9756	isogroup23435	Replication, recombination and repair
9757	isogroup4940	Secondary metabolites biosynthesis, transport and catabolism
9758	isogroup477	Signal transduction mechanisms
9759	isogroup1338	Secondary metabolites biosynthesis, transport and catabolism
9760	isogroup15861	Chromatin structure and dynamics
9761	isogroup24811	Replication, recombination and repair
9762	isogroup26184	Signal transduction mechanisms
9763	isogroup27135	Energy production and conversion
9764	isogroup23484	Inorganic ion transport and metabolism
9765	isogroup8973	Translation, ribosomal structure and biogenesis
9766	isogroup7416	Lipid transport and metabolism
9767	isogroup7416	Secondary metabolites biosynthesis, transport and catabolism
9768	isogroup16611	Posttranslational modification, protein turnover, chaperones
9769	isogroup16611	Intracellular trafficking, secretion, and vesicular transport
9770	isogroup28208	Signal transduction mechanisms
9771	isogroup19188	Signal transduction mechanisms
9772	isogroup14350	Transcription
9773	isogroup25879	Replication, recombination and repair
9774	isogroup20193	
9775	isogroup18117	Replication, recombination and repair
9776	isogroup7524	Carbohydrate transport and metabolism
9777	isogroup1574	Posttranslational modification, protein turnover, chaperones
9778	isogroup6536	
9779	isogroup25831	RNA processing and modification
9780	isogroup13651	Transcription
9781	isogroup9795	Cytoskeleton
9782	isogroup14338	Posttranslational modification, protein turnover, chaperones
9783	isogroup2989	Amino acid transport and metabolism
9784	isogroup29103	RNA processing and modification
9785	isogroup2833	Intracellular trafficking, secretion, and vesicular transport
9786	isogroup28890	Lipid transport and metabolism
9787	isogroup26485	Cell cycle control, cell division, chromosome partitioning
9788	isogroup3914	Energy production and conversion
9789	isogroup14052	Posttranslational modification, protein turnover, chaperones
9790	isogroup8065	Cytoskeleton
9791	isogroup23755	Transcription
9792	isogroup10698	Cell cycle control, cell division, chromosome partitioning
9793	isogroup10698	Posttranslational modification, protein turnover, chaperones
9794	isogroup20493	
9795	isogroup20599	Intracellular trafficking, secretion, and vesicular transport
9796	isogroup20599	Nuclear structure
9797	isogroup10815	
9798	isogroup12593	Intracellular trafficking, secretion, and vesicular transport
9799	isogroup2944	Translation, ribosomal structure and biogenesis
9800	isogroup20477	Energy production and conversion
9801	isogroup20477	Lipid transport and metabolism
9802	isogroup17082	
9803	isogroup5059	Posttranslational modification, protein turnover, chaperones
9804	isogroup20177	Replication, recombination and repair
9805	isogroup11050	RNA processing and modification
9806	isogroup7156	Transcription
9807	isogroup27512	Posttranslational modification, protein turnover, chaperones
9808	isogroup24698	Posttranslational modification, protein turnover, chaperones
9809	isogroup26901	Posttranslational modification, protein turnover, chaperones
9810	isogroup14731	
9811	isogroup21199	Signal transduction mechanisms
9812	isogroup2200	RNA processing and modification
9813	isogroup25382	Cell motility
9814	isogroup26566	Carbohydrate transport and metabolism
9815	isogroup16047	Signal transduction mechanisms
9816	isogroup24091	
9817	isogroup21960	Signal transduction mechanisms
9818	isogroup11875	RNA processing and modification
9819	isogroup20774	Transcription
9820	isogroup20774	Replication, recombination and repair
9821	isogroup20774	Signal transduction mechanisms
9822	isogroup19611	Transcription
9823	isogroup11783	
9824	isogroup2642	Carbohydrate transport and metabolism
9825	isogroup4714	Cell wall/membrane/envelope biogenesis
9826	isogroup16064	Posttranslational modification, protein turnover, chaperones
9827	isogroup5494	Replication, recombination and repair
9828	isogroup7698	Transcription
9829	isogroup22328	Posttranslational modification, protein turnover, chaperones
9830	isogroup584	
9831	isogroup14124	Nuclear structure
9832	isogroup8933	Posttranslational modification, protein turnover, chaperones
9833	isogroup23762	Replication, recombination and repair
9834	isogroup14883	Transcription
9835	isogroup15948	Inorganic ion transport and metabolism
9836	isogroup22220	Amino acid transport and metabolism
9837	isogroup4033	Energy production and conversion
9838	isogroup29134	
9839	isogroup18104	Energy production and conversion
9840	isogroup29204	Inorganic ion transport and metabolism
9841	isogroup7883	
9842	isogroup25892	Translation, ribosomal structure and biogenesis
9843	isogroup19892	Posttranslational modification, protein turnover, chaperones
9844	isogroup20542	
9845	isogroup27465	Amino acid transport and metabolism
9846	isogroup27421	Signal transduction mechanisms
9847	isogroup28685	Cytoskeleton
9848	isogroup24017	Cytoskeleton
9849	isogroup2972	
9850	isogroup6617	Cytoskeleton
9851	isogroup4453	Signal transduction mechanisms
9852	isogroup20672	Transcription
9853	isogroup20672	Signal transduction mechanisms
9854	isogroup7245	Signal transduction mechanisms
9855	isogroup2683	Signal transduction mechanisms
9856	isogroup11284	Signal transduction mechanisms
9857	isogroup17904	Lipid transport and metabolism
9858	isogroup20851	Lipid transport and metabolism
9859	isogroup3349	Posttranslational modification, protein turnover, chaperones
9860	isogroup2019	Posttranslational modification, protein turnover, chaperones
9861	isogroup19791	Carbohydrate transport and metabolism
9862	isogroup19791	Cell wall/membrane/envelope biogenesis
9863	isogroup202	Intracellular trafficking, secretion, and vesicular transport
9864	isogroup9989	Lipid transport and metabolism
9865	isogroup9989	Intracellular trafficking, secretion, and vesicular transport
9866	isogroup12701	Cell wall/membrane/envelope biogenesis
9867	isogroup12701	Extracellular structures
9868	isogroup21419	Signal transduction mechanisms
9869	isogroup18532	Posttranslational modification, protein turnover, chaperones
9870	isogroup23772	Posttranslational modification, protein turnover, chaperones
9871	isogroup25899	Cytoskeleton
9872	isogroup8542	Intracellular trafficking, secretion, and vesicular transport
9873	isogroup11657	Signal transduction mechanisms
9874	isogroup9648	Transcription
9875	isogroup20158	RNA processing and modification
9876	isogroup5836	Lipid transport and metabolism
9877	isogroup6229	Signal transduction mechanisms
9878	isogroup21038	Translation, ribosomal structure and biogenesis
9879	isogroup10305	Carbohydrate transport and metabolism
9880	isogroup16175	Signal transduction mechanisms
9881	isogroup15292	RNA processing and modification
9882	isogroup22947	Signal transduction mechanisms
9883	isogroup681	
9884	isogroup15022	Cell wall/membrane/envelope biogenesis
9885	isogroup18872	Transcription
9886	isogroup10078	Signal transduction mechanisms
9887	isogroup27501	RNA processing and modification
9888	isogroup1029	Amino acid transport and metabolism
9889	isogroup11165	Amino acid transport and metabolism
9890	isogroup11165	Inorganic ion transport and metabolism
9891	isogroup11165	Signal transduction mechanisms
9892	isogroup24406	Signal transduction mechanisms
9893	isogroup2105	Energy production and conversion
9894	isogroup1957	Translation, ribosomal structure and biogenesis
9895	isogroup554	Intracellular trafficking, secretion, and vesicular transport
9896	isogroup14669	Signal transduction mechanisms
