seq	term
6418	NVE11511	Intracellular trafficking, secretion, and vesicular transport
6419	NVE11512	
6420	NVE11513	Transcription
6421	NVE11514	Inorganic ion transport and metabolism
6422	NVE11517	Inorganic ion transport and metabolism
6423	NVE11520	Replication, recombination and repair
6424	NVE11522	
6425	NVE11527	Transcription
6426	NVE11528	Lipid transport and metabolism
6427	NVE11529	Posttranslational modification, protein turnover, chaperones
6428	NVE11531	Transcription
6429	NVE11532	Defense mechanisms
6430	NVE11535	Lipid transport and metabolism
6431	NVE11536	Lipid transport and metabolism
6432	NVE11538	Nucleotide transport and metabolism
6433	NVE11539	Defense mechanisms
6434	NVE11539	Amino acid transport and metabolism
6435	NVE11539	Lipid transport and metabolism
6436	NVE11539	Posttranslational modification, protein turnover, chaperones
6437	NVE11540	Lipid transport and metabolism
6438	NVE11542	Intracellular trafficking, secretion, and vesicular transport
6439	NVE11545	Inorganic ion transport and metabolism
6440	NVE11547	Translation, ribosomal structure and biogenesis
6441	NVE11548	Translation, ribosomal structure and biogenesis
6442	NVE11549	
6443	NVE11550	
6444	NVE11551	Carbohydrate transport and metabolism
6445	NVE11552	Inorganic ion transport and metabolism
6446	NVE11556	Carbohydrate transport and metabolism
6447	NVE11559	RNA processing and modification
6448	NVE11563	Cell cycle control, cell division, chromosome partitioning
6449	NVE11563	Posttranslational modification, protein turnover, chaperones
6450	NVE11564	Posttranslational modification, protein turnover, chaperones
6451	NVE11565	Signal transduction mechanisms
6452	NVE11566	Signal transduction mechanisms
6453	NVE11567	Signal transduction mechanisms
6454	NVE11569	Carbohydrate transport and metabolism
6455	NVE11573	Cell wall/membrane/envelope biogenesis
6456	NVE11575	Coenzyme transport and metabolism
6457	NVE11577	Amino acid transport and metabolism
6458	NVE11578	Translation, ribosomal structure and biogenesis
6459	NVE11585	Transcription
6460	NVE11585	Replication, recombination and repair
6461	NVE11585	Signal transduction mechanisms
6462	NVE11588	Amino acid transport and metabolism
6463	NVE11589	Amino acid transport and metabolism
6464	NVE11590	Posttranslational modification, protein turnover, chaperones
6465	NVE11592	Cytoskeleton
6466	NVE11593	
6467	NVE11594	Extracellular structures
6468	NVE11596	Signal transduction mechanisms
6469	NVE11597	Replication, recombination and repair
6470	NVE11598	Signal transduction mechanisms
6471	NVE11601	Lipid transport and metabolism
6472	NVE11601	Cell motility
6473	NVE11602	
6474	NVE11603	Transcription
6475	NVE11603	Replication, recombination and repair
6476	NVE11603	Signal transduction mechanisms
6477	NVE11607	Intracellular trafficking, secretion, and vesicular transport
6478	NVE11614	Coenzyme transport and metabolism
6479	NVE11615	Signal transduction mechanisms
6480	NVE11618	Carbohydrate transport and metabolism
6481	NVE11619	Signal transduction mechanisms
6482	NVE11622	Signal transduction mechanisms
6483	NVE11623	Signal transduction mechanisms
6484	NVE11625	Signal transduction mechanisms
6485	NVE11629	Transcription
6486	NVE11629	Replication, recombination and repair
6487	NVE11629	Signal transduction mechanisms
6488	NVE11630	Posttranslational modification, protein turnover, chaperones
6489	NVE11631	Lipid transport and metabolism
6490	NVE11632	Intracellular trafficking, secretion, and vesicular transport
6491	NVE11637	
6492	NVE11640	Translation, ribosomal structure and biogenesis
6493	NVE11645	Signal transduction mechanisms
6494	NVE11649	Cell wall/membrane/envelope biogenesis
6495	NVE11649	Posttranslational modification, protein turnover, chaperones
6496	NVE11649	Intracellular trafficking, secretion, and vesicular transport
6497	NVE11650	Translation, ribosomal structure and biogenesis
6498	NVE11651	Carbohydrate transport and metabolism
6499	NVE11652	Translation, ribosomal structure and biogenesis
6500	NVE11654	Amino acid transport and metabolism
6501	NVE11655	Translation, ribosomal structure and biogenesis
6502	NVE11659	Cytoskeleton
6503	NVE11660	Cytoskeleton
6504	NVE11661	
6505	NVE11664	Secondary metabolites biosynthesis, transport and catabolism
6506	NVE11670	Cell cycle control, cell division, chromosome partitioning
6507	NVE11671	Cell cycle control, cell division, chromosome partitioning
6508	NVE11673	Posttranslational modification, protein turnover, chaperones
6509	NVE11674	Posttranslational modification, protein turnover, chaperones
6510	NVE11675	Posttranslational modification, protein turnover, chaperones
6511	NVE11676	Intracellular trafficking, secretion, and vesicular transport
6512	NVE11678	Energy production and conversion
6513	NVE11684	RNA processing and modification
6514	NVE11685	Secondary metabolites biosynthesis, transport and catabolism
6515	NVE11686	Transcription
6516	NVE11687	Signal transduction mechanisms
6517	NVE11688	RNA processing and modification
6518	NVE11689	RNA processing and modification
6519	NVE11695	Transcription
6520	NVE11695	Replication, recombination and repair
6521	NVE11695	Signal transduction mechanisms
6522	NVE11703	Translation, ribosomal structure and biogenesis
6523	NVE11704	Carbohydrate transport and metabolism
6524	NVE11708	Chromatin structure and dynamics
6525	NVE11709	Amino acid transport and metabolism
6526	NVE11711	RNA processing and modification
6527	NVE11712	Carbohydrate transport and metabolism
6528	NVE11713	Posttranslational modification, protein turnover, chaperones
6529	NVE11714	Signal transduction mechanisms
6530	NVE11717	Intracellular trafficking, secretion, and vesicular transport
6531	NVE11718	Transcription
6532	NVE11720	Posttranslational modification, protein turnover, chaperones
6533	NVE11721	Energy production and conversion
6534	NVE11730	Transcription
6535	NVE11730	Replication, recombination and repair
6536	NVE11730	Signal transduction mechanisms
6537	NVE11731	Intracellular trafficking, secretion, and vesicular transport
6538	NVE11732	Cell cycle control, cell division, chromosome partitioning
6539	NVE11732	Cytoskeleton
6540	NVE11735	Signal transduction mechanisms
6541	NVE11736	Signal transduction mechanisms
6542	NVE11737	Signal transduction mechanisms
6543	NVE11741	
6544	NVE11750	Posttranslational modification, protein turnover, chaperones
6545	NVE11752	Posttranslational modification, protein turnover, chaperones
6546	NVE11754	Translation, ribosomal structure and biogenesis
6547	NVE11755	
6548	NVE11757	Cytoskeleton
6549	NVE11758	Posttranslational modification, protein turnover, chaperones
6550	NVE11761	Translation, ribosomal structure and biogenesis
6551	NVE11762	Replication, recombination and repair
6552	NVE11763	Cell cycle control, cell division, chromosome partitioning
6553	NVE11765	Posttranslational modification, protein turnover, chaperones
6554	NVE11773	Posttranslational modification, protein turnover, chaperones
6555	NVE11774	Amino acid transport and metabolism
6556	NVE11776	Signal transduction mechanisms
6557	NVE11777	Carbohydrate transport and metabolism
6558	NVE11779	Signal transduction mechanisms
6559	NVE11780	Signal transduction mechanisms
6560	NVE11781	Signal transduction mechanisms
6561	NVE11785	Posttranslational modification, protein turnover, chaperones
6562	NVE11786	Posttranslational modification, protein turnover, chaperones
6563	NVE11787	Posttranslational modification, protein turnover, chaperones
6564	NVE11791	Replication, recombination and repair
6565	NVE11792	Cell cycle control, cell division, chromosome partitioning
6566	NVE11792	Inorganic ion transport and metabolism
6567	NVE11795	Posttranslational modification, protein turnover, chaperones
6568	NVE11796	Intracellular trafficking, secretion, and vesicular transport
6569	NVE11797	Intracellular trafficking, secretion, and vesicular transport
6570	NVE11799	Posttranslational modification, protein turnover, chaperones
6571	NVE11802	RNA processing and modification
6572	NVE11803	RNA processing and modification
6573	NVE11804	Posttranslational modification, protein turnover, chaperones
6574	NVE11806	
6575	NVE11807	Translation, ribosomal structure and biogenesis
6576	NVE11808	Posttranslational modification, protein turnover, chaperones
6577	NVE11809	Posttranslational modification, protein turnover, chaperones
6578	NVE11810	Posttranslational modification, protein turnover, chaperones
6579	NVE11811	
6580	NVE11813	Signal transduction mechanisms
6581	NVE11814	RNA processing and modification
6582	NVE11816	Signal transduction mechanisms
6583	NVE11819	Inorganic ion transport and metabolism
6584	NVE11819	Signal transduction mechanisms
6585	NVE11821	Carbohydrate transport and metabolism
6586	NVE11822	Cell cycle control, cell division, chromosome partitioning
6587	NVE11823	Secondary metabolites biosynthesis, transport and catabolism
6588	NVE11825	Transcription
6589	NVE11826	Cytoskeleton
6590	NVE11827	Energy production and conversion
6591	NVE11830	Transcription
6592	NVE11833	Signal transduction mechanisms
6593	NVE11834	Signal transduction mechanisms
6594	NVE11835	Signal transduction mechanisms
6595	NVE11836	Posttranslational modification, protein turnover, chaperones
6596	NVE11837	Amino acid transport and metabolism
6597	NVE11838	Amino acid transport and metabolism
6598	NVE11839	Transcription
6599	NVE11840	Intracellular trafficking, secretion, and vesicular transport
6600	NVE11842	Cell cycle control, cell division, chromosome partitioning
6601	NVE11842	Cytoskeleton
6602	NVE11843	Energy production and conversion
6603	NVE11843	Posttranslational modification, protein turnover, chaperones
6604	NVE11844	Cell cycle control, cell division, chromosome partitioning
6605	NVE11845	Amino acid transport and metabolism
6606	NVE11846	Nucleotide transport and metabolism
6607	NVE11847	Nucleotide transport and metabolism
6608	NVE11848	
6609	NVE11849	Amino acid transport and metabolism
6610	NVE11852	Energy production and conversion
6611	NVE11853	Chromatin structure and dynamics
6612	NVE11854	Chromatin structure and dynamics
6613	NVE11855	Cell cycle control, cell division, chromosome partitioning
6614	NVE11856	
6615	NVE11857	Posttranslational modification, protein turnover, chaperones
6616	NVE11859	Inorganic ion transport and metabolism
6617	NVE11860	Chromatin structure and dynamics
6618	NVE11863	Signal transduction mechanisms
6619	NVE11864	RNA processing and modification
6620	NVE11866	Signal transduction mechanisms
6621	NVE11871	Carbohydrate transport and metabolism
6622	NVE11872	RNA processing and modification
6623	NVE11873	Cell cycle control, cell division, chromosome partitioning
6624	NVE11874	Carbohydrate transport and metabolism
6625	NVE11875	Carbohydrate transport and metabolism
6626	NVE11876	Posttranslational modification, protein turnover, chaperones
6627	NVE11877	Lipid transport and metabolism
6628	NVE11878	Transcription
6629	NVE11880	Carbohydrate transport and metabolism
6630	NVE11883	Posttranslational modification, protein turnover, chaperones
6631	NVE11884	Amino acid transport and metabolism
6632	NVE11887	Chromatin structure and dynamics
6633	NVE11889	RNA processing and modification
6634	NVE11891	Intracellular trafficking, secretion, and vesicular transport
6635	NVE11892	Secondary metabolites biosynthesis, transport and catabolism
6636	NVE11893	Posttranslational modification, protein turnover, chaperones
6637	NVE11893	Intracellular trafficking, secretion, and vesicular transport
6638	NVE11901	Secondary metabolites biosynthesis, transport and catabolism
6639	NVE11902	Posttranslational modification, protein turnover, chaperones
6640	NVE11902	Intracellular trafficking, secretion, and vesicular transport
6641	NVE11903	Amino acid transport and metabolism
6642	NVE11905	Carbohydrate transport and metabolism
6643	NVE11908	Signal transduction mechanisms
6644	NVE11909	Signal transduction mechanisms
6645	NVE11910	Signal transduction mechanisms
6646	NVE11912	
6647	NVE11913	
6648	NVE11915	Secondary metabolites biosynthesis, transport and catabolism
6649	NVE11916	Signal transduction mechanisms
6650	NVE11918	Posttranslational modification, protein turnover, chaperones
6651	NVE11919	Posttranslational modification, protein turnover, chaperones
6652	NVE11923	Amino acid transport and metabolism
6653	NVE11924	Energy production and conversion
6654	NVE11925	Posttranslational modification, protein turnover, chaperones
6655	NVE11926	Inorganic ion transport and metabolism
6656	NVE11927	RNA processing and modification
6657	NVE11929	Signal transduction mechanisms
6658	NVE11931	
6659	NVE11935	Amino acid transport and metabolism
6660	NVE11936	Transcription
6661	NVE11940	Posttranslational modification, protein turnover, chaperones
6662	NVE11940	Inorganic ion transport and metabolism
6663	NVE11941	Posttranslational modification, protein turnover, chaperones
6664	NVE11941	Inorganic ion transport and metabolism
6665	NVE11942	Transcription
6666	NVE11943	Energy production and conversion
6667	NVE11945	RNA processing and modification
6668	NVE11946	RNA processing and modification
6669	NVE11947	Replication, recombination and repair
6670	NVE11947	Signal transduction mechanisms
6671	NVE11948	Replication, recombination and repair
6672	NVE11948	Signal transduction mechanisms
6673	NVE11950	Defense mechanisms
6674	NVE11953	Energy production and conversion
6675	NVE11955	Energy production and conversion
6676	NVE11956	Posttranslational modification, protein turnover, chaperones
6677	NVE11957	Lipid transport and metabolism
6678	NVE11958	Signal transduction mechanisms
6679	NVE11959	Translation, ribosomal structure and biogenesis
6680	NVE11960	Replication, recombination and repair
6681	NVE11962	RNA processing and modification
6682	NVE11963	RNA processing and modification
6683	NVE11967	Signal transduction mechanisms
6684	NVE11968	Inorganic ion transport and metabolism
6685	NVE11970	RNA processing and modification
6686	NVE11973	Posttranslational modification, protein turnover, chaperones
6687	NVE11974	Translation, ribosomal structure and biogenesis
6688	NVE11977	Lipid transport and metabolism
6689	NVE11979	Posttranslational modification, protein turnover, chaperones
6690	NVE11979	Extracellular structures
6691	NVE11980	Translation, ribosomal structure and biogenesis
6692	NVE11981	Nucleotide transport and metabolism
6693	NVE11982	Cell wall/membrane/envelope biogenesis
6694	NVE11983	Posttranslational modification, protein turnover, chaperones
6695	NVE11987	Amino acid transport and metabolism
6696	NVE11988	Posttranslational modification, protein turnover, chaperones
6697	NVE11989	Secondary metabolites biosynthesis, transport and catabolism
6698	NVE11992	Intracellular trafficking, secretion, and vesicular transport
6699	NVE12002	Posttranslational modification, protein turnover, chaperones
6700	NVE12004	Signal transduction mechanisms
6701	NVE12004	Extracellular structures
6702	NVE12005	
6703	NVE12009	
6704	NVE12013	Replication, recombination and repair
6705	NVE12015	Chromatin structure and dynamics
6706	NVE12015	Transcription
6707	NVE12020	Signal transduction mechanisms
6708	NVE12023	Coenzyme transport and metabolism
6709	NVE12024	Transcription
6710	NVE12027	Chromatin structure and dynamics
6711	NVE12030	Intracellular trafficking, secretion, and vesicular transport
6712	NVE12030	Nuclear structure
6713	NVE12033	Transcription
6714	NVE12035	
6715	NVE12039	RNA processing and modification
6716	NVE12039	Translation, ribosomal structure and biogenesis
6717	NVE12046	
6718	NVE12047	Amino acid transport and metabolism
6719	NVE12049	Intracellular trafficking, secretion, and vesicular transport
6720	NVE12051	Translation, ribosomal structure and biogenesis
6721	NVE12054	Amino acid transport and metabolism
6722	NVE12058	Intracellular trafficking, secretion, and vesicular transport
6723	NVE12062	RNA processing and modification
6724	NVE12063	Inorganic ion transport and metabolism
6725	NVE12074	Secondary metabolites biosynthesis, transport and catabolism
6726	NVE12084	Signal transduction mechanisms
6727	NVE12085	Energy production and conversion
6728	NVE12087	Cell wall/membrane/envelope biogenesis
6729	NVE12094	Translation, ribosomal structure and biogenesis
6730	NVE12095	Cell wall/membrane/envelope biogenesis
6731	NVE12111	Posttranslational modification, protein turnover, chaperones
6732	NVE12112	Signal transduction mechanisms
6733	NVE12115	Energy production and conversion
6734	NVE12120	Intracellular trafficking, secretion, and vesicular transport
6735	NVE12122	Translation, ribosomal structure and biogenesis
6736	NVE12123	Posttranslational modification, protein turnover, chaperones
6737	NVE12124	
6738	NVE12125	Chromatin structure and dynamics
6739	NVE12126	Signal transduction mechanisms
6740	NVE12127	Cell cycle control, cell division, chromosome partitioning
6741	NVE12127	Signal transduction mechanisms
6742	NVE12127	Cytoskeleton
6743	NVE12129	Signal transduction mechanisms
6744	NVE12130	Posttranslational modification, protein turnover, chaperones
6745	NVE12131	Posttranslational modification, protein turnover, chaperones
6746	NVE12132	
6747	NVE12138	Posttranslational modification, protein turnover, chaperones
6748	NVE12139	Intracellular trafficking, secretion, and vesicular transport
6749	NVE12141	Cytoskeleton
6750	NVE12143	Posttranslational modification, protein turnover, chaperones
6751	NVE12144	Signal transduction mechanisms
6752	NVE12145	Signal transduction mechanisms
6753	NVE12149	Translation, ribosomal structure and biogenesis
6754	NVE12150	Inorganic ion transport and metabolism
6755	NVE12151	Inorganic ion transport and metabolism
6756	NVE12152	Inorganic ion transport and metabolism
6757	NVE12153	Coenzyme transport and metabolism
6758	NVE12157	Transcription
6759	NVE12158	Inorganic ion transport and metabolism
6760	NVE12158	Signal transduction mechanisms
6761	NVE12160	Cell cycle control, cell division, chromosome partitioning
6762	NVE12164	Transcription
6763	NVE12165	Energy production and conversion
6764	NVE12166	Posttranslational modification, protein turnover, chaperones
6765	NVE12171	Amino acid transport and metabolism
6766	NVE12172	Signal transduction mechanisms
6767	NVE12173	Cell cycle control, cell division, chromosome partitioning
6768	NVE12173	Cytoskeleton
6769	NVE12174	Transcription
6770	NVE12176	Secondary metabolites biosynthesis, transport and catabolism
6771	NVE12177	Signal transduction mechanisms
6772	NVE12178	Inorganic ion transport and metabolism
6773	NVE12186	Signal transduction mechanisms
6774	NVE12186	Cytoskeleton
6775	NVE12187	Signal transduction mechanisms
6776	NVE12189	Signal transduction mechanisms
6777	NVE12192	Signal transduction mechanisms
6778	NVE12193	Inorganic ion transport and metabolism
6779	NVE12193	Signal transduction mechanisms
6780	NVE12194	Inorganic ion transport and metabolism
6781	NVE12194	Signal transduction mechanisms
6782	NVE12195	Carbohydrate transport and metabolism
6783	NVE12196	RNA processing and modification
6784	NVE12197	Posttranslational modification, protein turnover, chaperones
6785	NVE12198	Transcription
6786	NVE12199	Carbohydrate transport and metabolism
6787	NVE12200	Posttranslational modification, protein turnover, chaperones
6788	NVE12203	Intracellular trafficking, secretion, and vesicular transport
6789	NVE12204	Amino acid transport and metabolism
6790	NVE12205	Signal transduction mechanisms
6791	NVE12209	Chromatin structure and dynamics
6792	NVE12209	Signal transduction mechanisms
6793	NVE12210	Intracellular trafficking, secretion, and vesicular transport
6794	NVE12211	Translation, ribosomal structure and biogenesis
6795	NVE12212	Signal transduction mechanisms
6796	NVE12213	Amino acid transport and metabolism
6797	NVE12213	Posttranslational modification, protein turnover, chaperones
6798	NVE12219	Replication, recombination and repair
6799	NVE12220	Lipid transport and metabolism
6800	NVE12221	Signal transduction mechanisms
6801	NVE12226	Replication, recombination and repair
6802	NVE12228	RNA processing and modification
6803	NVE12229	Translation, ribosomal structure and biogenesis
6804	NVE12234	Intracellular trafficking, secretion, and vesicular transport
6805	NVE12235	Signal transduction mechanisms
6806	NVE12237	Energy production and conversion
6807	NVE12240	Posttranslational modification, protein turnover, chaperones
6808	NVE12241	Signal transduction mechanisms
6809	NVE12242	Posttranslational modification, protein turnover, chaperones
6810	NVE12246	Translation, ribosomal structure and biogenesis
6811	NVE12248	Transcription
6812	NVE12248	Replication, recombination and repair
6813	NVE12248	Signal transduction mechanisms
6814	NVE12251	Signal transduction mechanisms
6815	NVE12253	Signal transduction mechanisms
6816	NVE12254	Carbohydrate transport and metabolism
6817	NVE12255	Signal transduction mechanisms
6818	NVE12255	Cytoskeleton
6819	NVE12256	Amino acid transport and metabolism
6820	NVE12256	Carbohydrate transport and metabolism
6821	NVE12259	
6822	NVE12260	Signal transduction mechanisms
6823	NVE12261	Signal transduction mechanisms
6824	NVE12262	Signal transduction mechanisms
6825	NVE12266	
6826	NVE12268	
6827	NVE12277	RNA processing and modification
6828	NVE12280	Cell cycle control, cell division, chromosome partitioning
6829	NVE12280	Cytoskeleton
6830	NVE12281	Cell cycle control, cell division, chromosome partitioning
6831	NVE12281	Cytoskeleton
6832	NVE12282	Signal transduction mechanisms
6833	NVE12283	Signal transduction mechanisms
6834	NVE12284	Posttranslational modification, protein turnover, chaperones
6835	NVE12285	Translation, ribosomal structure and biogenesis
6836	NVE12286	Signal transduction mechanisms
6837	NVE12286	Extracellular structures
6838	NVE12287	Posttranslational modification, protein turnover, chaperones
6839	NVE12290	Posttranslational modification, protein turnover, chaperones
6840	NVE12291	Translation, ribosomal structure and biogenesis
6841	NVE12292	Posttranslational modification, protein turnover, chaperones
6842	NVE12296	Intracellular trafficking, secretion, and vesicular transport
6843	NVE12298	Signal transduction mechanisms
6844	NVE12299	Carbohydrate transport and metabolism
6845	NVE12300	Signal transduction mechanisms
6846	NVE12303	Cell cycle control, cell division, chromosome partitioning
6847	NVE12303	Intracellular trafficking, secretion, and vesicular transport
6848	NVE12303	Cytoskeleton
6849	NVE12305	Transcription
6850	NVE12310	
6851	NVE12314	Posttranslational modification, protein turnover, chaperones
6852	NVE12315	Posttranslational modification, protein turnover, chaperones
6853	NVE12316	Posttranslational modification, protein turnover, chaperones
6854	NVE12317	Cell cycle control, cell division, chromosome partitioning
6855	NVE12317	Signal transduction mechanisms
6856	NVE12317	Cytoskeleton
6857	NVE12318	Carbohydrate transport and metabolism
6858	NVE12319	Cell cycle control, cell division, chromosome partitioning
6859	NVE12321	Posttranslational modification, protein turnover, chaperones
6860	NVE12322	RNA processing and modification
6861	NVE12323	Signal transduction mechanisms
6862	NVE12323	Intracellular trafficking, secretion, and vesicular transport
6863	NVE12324	Signal transduction mechanisms
6864	NVE12324	Intracellular trafficking, secretion, and vesicular transport
6865	NVE12328	Posttranslational modification, protein turnover, chaperones
6866	NVE12329	Intracellular trafficking, secretion, and vesicular transport
6867	NVE12330	Inorganic ion transport and metabolism
6868	NVE12331	Inorganic ion transport and metabolism
6869	NVE12332	Chromatin structure and dynamics
6870	NVE12332	Transcription
6871	NVE12333	Cytoskeleton
6872	NVE12335	Transcription
6873	NVE12336	Intracellular trafficking, secretion, and vesicular transport
6874	NVE12337	RNA processing and modification
6875	NVE12338	Cell wall/membrane/envelope biogenesis
6876	NVE12338	Defense mechanisms
6877	NVE12339	Signal transduction mechanisms
6878	NVE12340	Signal transduction mechanisms
6879	NVE12342	Intracellular trafficking, secretion, and vesicular transport
6880	NVE12343	RNA processing and modification
6881	NVE12346	Transcription
6882	NVE12347	Amino acid transport and metabolism
6883	NVE12348	Transcription
6884	NVE12349	Defense mechanisms
6885	NVE12349	Extracellular structures
6886	NVE12350	Intracellular trafficking, secretion, and vesicular transport
6887	NVE12351	Transcription
6888	NVE12360	Signal transduction mechanisms
6889	NVE12362	RNA processing and modification
6890	NVE12363	Replication, recombination and repair
6891	NVE12366	Cytoskeleton
6892	NVE12370	
6893	NVE12373	
6894	NVE12374	Posttranslational modification, protein turnover, chaperones
6895	NVE12375	Posttranslational modification, protein turnover, chaperones
6896	NVE12377	Cell cycle control, cell division, chromosome partitioning
6897	NVE12377	Posttranslational modification, protein turnover, chaperones
6898	NVE12378	Posttranslational modification, protein turnover, chaperones
6899	NVE12381	Signal transduction mechanisms
6900	NVE12383	Translation, ribosomal structure and biogenesis
6901	NVE12386	Secondary metabolites biosynthesis, transport and catabolism
6902	NVE12387	Signal transduction mechanisms
6903	NVE12389	Nucleotide transport and metabolism
6904	NVE12390	Carbohydrate transport and metabolism
6905	NVE12391	Carbohydrate transport and metabolism
6906	NVE12394	
6907	NVE12396	Signal transduction mechanisms
6908	NVE12397	Secondary metabolites biosynthesis, transport and catabolism
6909	NVE12398	Secondary metabolites biosynthesis, transport and catabolism
6910	NVE12401	Translation, ribosomal structure and biogenesis
6911	NVE12405	Cell cycle control, cell division, chromosome partitioning
6912	NVE12408	Replication, recombination and repair
6913	NVE12409	Chromatin structure and dynamics
6914	NVE12410	Chromatin structure and dynamics
6915	NVE12411	Replication, recombination and repair
6916	NVE12412	Carbohydrate transport and metabolism
6917	NVE12413	Coenzyme transport and metabolism
6918	NVE12415	
6919	NVE12416	
6920	NVE12417	Secondary metabolites biosynthesis, transport and catabolism
6921	NVE12418	Signal transduction mechanisms
6922	NVE12424	Signal transduction mechanisms
6923	NVE12426	Signal transduction mechanisms
6924	NVE12427	RNA processing and modification
6925	NVE12428	Intracellular trafficking, secretion, and vesicular transport
6926	NVE12429	Posttranslational modification, protein turnover, chaperones
6927	NVE12434	Translation, ribosomal structure and biogenesis
6928	NVE12435	Translation, ribosomal structure and biogenesis
6929	NVE12437	Amino acid transport and metabolism
6930	NVE12438	Posttranslational modification, protein turnover, chaperones
6931	NVE12439	Amino acid transport and metabolism
6932	NVE12440	Posttranslational modification, protein turnover, chaperones
6933	NVE12441	Lipid transport and metabolism
6934	NVE12442	Amino acid transport and metabolism
6935	NVE12443	Posttranslational modification, protein turnover, chaperones
6936	NVE12444	Lipid transport and metabolism
6937	NVE12445	Energy production and conversion
6938	NVE12445	Intracellular trafficking, secretion, and vesicular transport
6939	NVE12446	Inorganic ion transport and metabolism
6940	NVE12446	Signal transduction mechanisms
6941	NVE12447	Replication, recombination and repair
6942	NVE12448	Inorganic ion transport and metabolism
6943	NVE12448	Signal transduction mechanisms
6944	NVE12449	
6945	NVE12450	Signal transduction mechanisms
6946	NVE12451	Translation, ribosomal structure and biogenesis
6947	NVE12453	Cell cycle control, cell division, chromosome partitioning
6948	NVE12455	RNA processing and modification
6949	NVE12456	Translation, ribosomal structure and biogenesis
6950	NVE12457	Extracellular structures
6951	NVE12458	Posttranslational modification, protein turnover, chaperones
6952	NVE12458	Signal transduction mechanisms
6953	NVE12458	Intracellular trafficking, secretion, and vesicular transport
6954	NVE12460	Posttranslational modification, protein turnover, chaperones
6955	NVE12463	
6956	NVE12468	
6957	NVE12469	
6958	NVE12470	Intracellular trafficking, secretion, and vesicular transport
6959	NVE12476	Intracellular trafficking, secretion, and vesicular transport
6960	NVE12477	Intracellular trafficking, secretion, and vesicular transport
6961	NVE12478	Signal transduction mechanisms
6962	NVE12479	Signal transduction mechanisms
6963	NVE12480	
6964	NVE12481	Signal transduction mechanisms
6965	NVE12482	Signal transduction mechanisms
6966	NVE12483	Signal transduction mechanisms
6967	NVE12484	Posttranslational modification, protein turnover, chaperones
6968	NVE12485	Posttranslational modification, protein turnover, chaperones
6969	NVE12489	Transcription
6970	NVE12492	Intracellular trafficking, secretion, and vesicular transport
6971	NVE12495	Carbohydrate transport and metabolism
6972	NVE12496	
6973	NVE12498	Signal transduction mechanisms
6974	NVE12499	Signal transduction mechanisms
6975	NVE12500	Lipid transport and metabolism
6976	NVE12501	Lipid transport and metabolism
6977	NVE12502	Signal transduction mechanisms
6978	NVE12505	Nucleotide transport and metabolism
6979	NVE12507	RNA processing and modification
6980	NVE12508	RNA processing and modification
6981	NVE12510	Posttranslational modification, protein turnover, chaperones
6982	NVE12511	Posttranslational modification, protein turnover, chaperones
6983	NVE12512	Posttranslational modification, protein turnover, chaperones
6984	NVE12513	Posttranslational modification, protein turnover, chaperones
6985	NVE12514	
6986	NVE12517	Signal transduction mechanisms
6987	NVE12518	Carbohydrate transport and metabolism
6988	NVE12519	Chromatin structure and dynamics
6989	NVE12520	Transcription
6990	NVE12522	Signal transduction mechanisms
6991	NVE12524	RNA processing and modification
6992	NVE12525	Carbohydrate transport and metabolism
6993	NVE12526	Energy production and conversion
6994	NVE12527	Energy production and conversion
6995	NVE12534	
6996	NVE12536	
6997	NVE12537	Signal transduction mechanisms
6998	NVE12541	Posttranslational modification, protein turnover, chaperones
6999	NVE12542	Amino acid transport and metabolism
7000	NVE12544	Intracellular trafficking, secretion, and vesicular transport
7001	NVE12545	Posttranslational modification, protein turnover, chaperones
7002	NVE12547	Posttranslational modification, protein turnover, chaperones
7003	NVE12551	Signal transduction mechanisms
7004	NVE12553	
7005	NVE12554	
7006	NVE12555	Replication, recombination and repair
7007	NVE12557	RNA processing and modification
7008	NVE12558	Cell wall/membrane/envelope biogenesis
7009	NVE12560	Posttranslational modification, protein turnover, chaperones
7010	NVE12561	Cell wall/membrane/envelope biogenesis
7011	NVE12563	Posttranslational modification, protein turnover, chaperones
7012	NVE12564	Posttranslational modification, protein turnover, chaperones
7013	NVE12565	Cell wall/membrane/envelope biogenesis
7014	NVE12566	Posttranslational modification, protein turnover, chaperones
7015	NVE12568	RNA processing and modification
7016	NVE12572	Signal transduction mechanisms
7017	NVE12573	Cell cycle control, cell division, chromosome partitioning
7018	NVE12573	Cytoskeleton
7019	NVE12574	Translation, ribosomal structure and biogenesis
7020	NVE12577	Posttranslational modification, protein turnover, chaperones
7021	NVE12579	Posttranslational modification, protein turnover, chaperones
7022	NVE12580	Posttranslational modification, protein turnover, chaperones
7023	NVE12582	Posttranslational modification, protein turnover, chaperones
7024	NVE12584	Posttranslational modification, protein turnover, chaperones
7025	NVE12586	Posttranslational modification, protein turnover, chaperones
7026	NVE12588	Posttranslational modification, protein turnover, chaperones
7027	NVE12590	Posttranslational modification, protein turnover, chaperones
7028	NVE12595	Transcription
7029	NVE12596	Carbohydrate transport and metabolism
7030	NVE12597	Posttranslational modification, protein turnover, chaperones
7031	NVE12600	
7032	NVE12602	Replication, recombination and repair
7033	NVE12603	Signal transduction mechanisms
7034	NVE12604	Signal transduction mechanisms
7035	NVE12610	Transcription
7036	NVE12613	RNA processing and modification
