,delta.rank,pval,level,nseqs,term,name,p.adj
2074,-2751,0.00022544749681515,2,21,GO:0042572,retinol metabolic process,0.00272630437220035
2081,3863,0.0055932482554368,2,6,GO:0042698,ovulation cycle,0.0356661743745932
2084,-3610,0.00962084605449742,3,6,GO:0042732,D-xylose metabolic process,0.0527977062245191
2095,1323,0.0144264062363007,2,40,GO:0042990,regulation of transcription factor import into nucleus,0.0699825379887023
2099,2181,0.00221089487608238,2,23,GO:0043010,camera-type eye development,0.0172490554157026
2101,-1622,0.0228769533320493,3,23,GO:0043043,peptide biosynthetic process,0.0983012233278159
2106,732,1.98770535601083e-08,3,731,GO:0043085;GO:0044093,positive regulation of molecular function,8.3090991795712e-07
2115,3793,0.0016844542915382,3,8,GO:0043114,regulation of vascular permeability,0.0139628080959763
2116,1642,1.80524988468198e-05,5,80,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,0.000318363339038187
2117,1179,0.0121178644881912,2,53,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,0.0619804972160354
2123,-2314,0.00191482008663731,2,21,GO:0043171,peptide catabolic process,0.0154004294854013
2136,1918,8.28297173015589e-18,5,239,GO:0043269,regulation of ion transport,2.33717852319232e-15
2140,1021,0.0119754103042386,3,71,GO:0043279,response to alkaloid,0.061371345846811
2147,882,0.0130656192924662,4,93,GO:0043393,regulation of protein binding,0.0655410176656156
2150,1373,8.42220452254256e-06,2,124,GO:0043405,regulation of MAP kinase activity,0.00016775049713723
2151,1432,6.71936790853726e-05,6,91,GO:0043406,positive regulation of MAP kinase activity,0.00100671591762421
2153,1429,3.9275799001149e-13,6,309,GO:0043408,regulation of MAPK cascade,4.15587048180908e-11
2155,1423,7.93735257510759e-09,3,195,GO:0043410,positive regulation of MAPK cascade,3.63187511071815e-07
2180,743,2.0921165794308e-05,3,395,GO:0043549;GO:0051338;GO:0045859,regulation of transferase activity,0.000359589174515365
2188,-2121,2.33228355074098e-10,4,105,GO:0043603,cellular amide metabolic process,1.43583856414708e-08
2189,-1962,0.000285461116493448,3,40,GO:0043604,amide biosynthetic process,0.00329887829504032
2192,-669,0.0153524890145528,2,155,GO:0043623,cellular protein complex assembly,0.0732650726291565
2198,-1718,0.000101542475639041,2,60,GO:0043648,dicarboxylic acid metabolic process,0.0014884104870727
2202,-2038,2.29842290605169e-06,6,63,GO:0043687,post-translational protein modification,5.63946373905147e-05
2219,1567,3.16273801014669e-09,2,169,GO:0044057,regulation of system process,1.62258043975101e-07
2221,-754,0.0205378949146167,2,111,GO:0044085,cellular component biogenesis,0.0917711908124982
2224,1520,0.0166385801442857,4,29,GO:0044089;GO:0051965;GO:0051962,positive regulation of cellular component biogenesis,0.0774941298054352
2225,-1693,2.72820266297349e-05,4,72,GO:0044242,cellular lipid catabolic process,0.000461884710841412
2227,-765,5.30286381614882e-15,2,1377,GO:0044248;GO:1901575,organic substance catabolic process,7.48145703394996e-13
2228,-1013,6.25045926636098e-10,3,452,GO:0044255,cellular lipid metabolic process,3.64897501308591e-08
2230,-1504,9.45916166957492e-06,2,102,GO:0044262,cellular carbohydrate metabolic process,0.000184073111570004
2231,-1444,0.00757339284996133,2,40,GO:0044264,cellular polysaccharide metabolic process,0.0447530683943614
2232,-807,7.96611620621564e-07,2,453,GO:0044265;GO:0009057,macromolecule catabolic process,2.15786155793969e-05
2233,-1692,1.94577389333852e-06,2,93,GO:0044272,sulfur compound biosynthetic process,4.9167092558539e-05
2235,-2387,0.00137008092937829,3,21,GO:0044275,cellular carbohydrate catabolic process,0.0119873230668602
2238,-1051,8.04164934096584e-06,2,214,GO:0044419;GO:0016032;GO:0044403;GO:0044764,multi-organism cellular process,0.000162182216835963
2244,1112,6.77913422659845e-06,2,194,GO:0044708,single-organism behavior,0.00014346342807039
2245,-1085,1.83658992758254e-16,2,714,GO:0044711,single-organism biosynthetic process,3.45482971933027e-14
2246,-713,1.50721667991569e-09,2,906,GO:0044712,single-organism catabolic process,8.23134786805569e-08
2247,-1157,3.81701498153981e-11,2,394,GO:0044723,single-organism carbohydrate metabolic process,2.63763525050894e-09
2248,-2281,9.87907042285699e-08,3,64,GO:0044724,single-organism carbohydrate catabolic process,3.48443046372852e-06
2249,-2341,0.00473116806734263,4,17,GO:0044743,intracellular protein transmembrane import,0.0312885450703557
2251,-1059,0.000322486233697206,2,136,GO:0044772;GO:0044770,cell cycle phase transition,0.00363709485194165
2265,1295,0.00181606079266176,3,68,GO:0045089;GO:0031349,positive regulation of defense response,0.014818091169611
2269,2987,0.00161647615074962,4,13,GO:0045124;GO:0046850,regulation of bone remodeling,0.0135816085519559
2276,-689,1.04973757958069e-07,2,741,GO:0045184;GO:0015031,establishment of protein localization,3.62695045353083e-06
2291,-2571,1.06043429191753e-08,2,58,GO:0045454,cell redox homeostasis,4.60337245183687e-07
2293,1295,0.0153033837889727,2,41,GO:0045471,response to ethanol,0.0731882168212734
2296,2305,9.91359925309705e-06,2,43,GO:0045494,photoreceptor cell maintenance,0.000191813983262781
2300,710,1.42712377407433e-06,2,564,GO:0045595,regulation of cell differentiation,3.775188358606e-05
2301,1079,1.65898369310142e-07,2,281,GO:0045596;GO:0051093,negative regulation of developmental process,5.45370755809845e-06
2303,2363,0.000913816742259869,3,23,GO:0045598,regulation of fat cell differentiation,0.00845405324943147
2304,3706,0.000320367640656083,2,11,GO:0045599,negative regulation of fat cell differentiation,0.00363709485194165
2317,834,0.000192578029423343,2,238,GO:0045664;GO:0050767,regulation of neurogenesis,0.0024166655765559
2321,2989,0.00160705031925034,3,13,GO:0045668,negative regulation of osteoblast differentiation,0.0135360009477156
2336,2225,0.000900885453330457,2,26,GO:0045744,negative regulation of G-protein coupled receptor protein signaling pathway,0.00835725519171761
2340,4409,0.00156597116324389,4,6,GO:0045760;GO:0098900,regulation of action potential,0.0132559458968595
2341,2497,2.39327321362998e-09,5,67,GO:0045761;GO:0031279;GO:0051339,regulation of cyclase activity,1.24671124636171e-07
2342,2385,0.000483988225653775,2,25,GO:0045762;GO:0031281;GO:0051349,positive regulation of lyase activity,0.0050424127140421
2343,1682,7.73707312343067e-06,3,83,GO:0045765;GO:1901342,regulation of vasculature development,0.000157817648168291
2344,1634,0.00152829101177702,2,44,GO:0045766,positive regulation of angiogenesis,0.0130347439946524
2348,3964,0.00944160687944521,3,5,GO:0045780;GO:0046852,positive regulation of bone remodeling,0.0523228819865818
2354,2473,0.0163570606542325,3,11,GO:0045806,negative regulation of endocytosis,0.0767352311978883
2358,3068,0.000139117861677517,2,18,GO:0045823,positive regulation of heart contraction,0.00186925825253997
2367,2198,0.0079819606300707,2,17,GO:0045879,negative regulation of smoothened signaling pathway,0.0461998610143921
2371,713,1.43479750074283e-05,5,448,GO:0045892;GO:1902679;GO:0051253;GO:0045934;GO:0051172,negative regulation of nitrogen compound metabolic process,0.000262606720946769
2378,948,0.0064520179271079,2,97,GO:0045926,negative regulation of growth,0.0400853811030961
2382,3224,0.000667284234488441,6,13,GO:0045933;GO:0045987,positive regulation of smooth muscle contraction,0.0066065041461341
2383,1360,3.0396102554013e-06,2,139,GO:0045936;GO:0010563,negative regulation of phosphate metabolic process,7.09801401709573e-05
2384,1133,3.87757414920227e-09,2,324,GO:0045944,positive regulation of transcription from RNA polymerase II promoter,1.90282116944911e-07
2387,1990,3.31848309649557e-06,2,64,GO:0045995,regulation of embryonic development,7.69615326351644e-05
2390,-3511,0.00653712074332535,5,7,GO:0046037,GMP metabolic process,0.0403917716001818
2392,2677,0.00664430073903065,2,12,GO:0046058,cAMP metabolic process,0.0408304941966566
2396,-1910,2.62141687776068e-06,2,71,GO:0046129;GO:0042451;GO:0042455;GO:0009163;GO:1901659,glycosyl compound biosynthetic process,6.3400839629269e-05
2398,-1389,0.0040905514837421,2,50,GO:0046148;GO:0042440,pigment metabolic process,0.0280084805194238
2400,-1319,0.00754984402594992,2,48,GO:0046165,alcohol biosynthetic process,0.0446919088668993
2402,-2213,0.00955837533103437,3,16,GO:0046173,polyol biosynthetic process,0.0527111707994827
2406,-3045,0.00481779542170644,2,10,GO:0046320,regulation of fatty acid oxidation,0.0317425458924025
2413,-1377,1.74698764762128e-12,3,314,GO:0046394;GO:0016053;GO:0044283,small molecule biosynthetic process,1.66005076055662e-10
2414,-1341,1.24543292962124e-07,4,184,GO:0046395;GO:0016054;GO:0044282,small molecule catabolic process,4.21703589969752e-06
2426,-2326,0.0183259863228212,2,12,GO:0046487,glyoxylate metabolic process,0.0842558890215631
2434,1847,4.26502237506197e-07,6,88,GO:0046578,regulation of Ras protein signal transduction,1.26678647034735e-05
2436,2024,0.00547937404889798,4,22,GO:0046580;GO:0051058,negative regulation of Ras protein signal transduction,0.0350059632633369
2439,1617,0.00746035381667334,4,32,GO:0046620,regulation of organ growth,0.0443171193390455
2455,1265,9.53645740171314e-05,2,112,GO:0046777,protein autophosphorylation,0.00140393238096525
2460,-2802,0.0031044312046546,3,13,GO:0046835,carbohydrate phosphorylation,0.0226056001267967
2463,3281,0.000533891607377847,3,13,GO:0046849,bone remodeling,0.00544505115235358
2465,2008,0.0187189778479546,3,16,GO:0046879,hormone secretion,0.085645777344491
2470,-495,0.000443831589188924,3,620,GO:0046907;GO:1902582,intracellular transport,0.0047407374163839
2471,-1503,0.0223226124755735,2,27,GO:0046916,cellular transition metal ion homeostasis,0.0969030331311434
2473,-2567,0.012701671380072,2,11,GO:0046931,pore complex assembly,0.0639997906144699
2478,-1720,0.00192989267022385,3,38,GO:0048002;GO:0019882;GO:0002478;GO:0019884,antigen processing and presentation,0.0154848734155876
2482,2034,0.00946250084938488,4,19,GO:0048013,ephrin receptor signaling pathway,0.0523529867255183
2485,1958,0.0219211605719724,2,16,GO:0048048,embryonic eye morphogenesis,0.0956191262841805
2493,3751,0.000987321267890547,4,9,GO:0048149,behavioral response to ethanol,0.00903532381912809
2503,2528,0.000216966076137201,3,25,GO:0048265,response to pain,0.00265215571769156
2512,571,0.00486977633880943,3,291,GO:0048468,cell development,0.0319555478356758
2517,2783,8.24679311058303e-06,3,30,GO:0048496,maintenance of organ identity,0.000165228647765883
2518,1189,0.000229287454262319,1,113,GO:0048511,rhythmic process,0.00275307560330572
2519,957,1.8966388637525e-11,2,604,GO:0048513,organ development,1.45954981651499e-09
2520,1822,0.000649011195486565,2,41,GO:0048514,blood vessel morphogenesis,0.00644443374755868
2522,1423,0.0152459882786136,5,34,GO:0048520;GO:0050921,positive regulation of behavior,0.0731202780614528
2526,2980,0.00580406073192593,2,10,GO:0048536,spleen development,0.0368025274125491
2532,1248,0.00171993392935063,3,74,GO:0048562,embryonic organ morphogenesis,0.0141695773352341
2540,1052,4.15882817340654e-14,4,635,GO:0048584;GO:0009967;GO:0010647;GO:0023056,positive regulation of response to stimulus,5.02921149826948e-12
2541,1761,0.00412925212025498,3,31,GO:0048588,developmental cell growth,0.0281320878856808
2545,2488,0.0212863130825707,3,10,GO:0048596,embryonic camera-type eye morphogenesis,0.094093284722695
2546,888,4.05347975529107e-06,2,323,GO:0048598,embryonic morphogenesis,9.25698824049588e-05
2549,-707,0.000860969111088739,2,265,GO:0048610,cellular process involved in reproduction,0.00809789280596242
2551,1203,0.000483191108035782,4,99,GO:0048638,regulation of developmental growth,0.0050424127140421
2556,512,0.000869055049377583,2,515,GO:0048646,anatomical structure formation involved in morphogenesis,0.00812878562760358
2561,1374,0.000120902198704962,4,92,GO:0048666,neuron development,0.001698650808361
2563,1967,0.0069410430782496,2,22,GO:0048675;GO:1990138,axon extension,0.0421945634882462
2571,1328,0.00149493337409766,2,67,GO:0048705,skeletal system morphogenesis,0.0127824353653906
2574,2665,0.0192575369905516,5,9,GO:0048709,oligodendrocyte differentiation,0.0871059564532213
2578,661,6.4611451313935e-05,2,442,GO:0048731,system development,0.000972330551773262
2586,2102,2.31117092667616e-07,4,71,GO:0048754;GO:0061138;GO:0001763,morphogenesis of a branching structure,7.24594884974581e-06
2594,1229,0.00625847338856659,2,58,GO:0048814;GO:0050773,regulation of dendrite development,0.039055246822057
2596,2354,0.000445306619340758,2,26,GO:0048839,inner ear development,0.00474153526128241
2597,2278,0.00287283736392843,2,20,GO:0048841;GO:1902667,regulation of axon guidance,0.0213789611302454
2599,3440,0.00770489793205677,5,7,GO:0048843,negative regulation of axon extension involved in axon guidance,0.0454508438988575
2600,1996,0.00614792570199656,4,22,GO:0048844,artery morphogenesis,0.0386212920722827
2607,836,6.32690051108863e-17,2,1310,GO:0048869,cellular developmental process,1.42819234203641e-14
2613,2615,0.0216328307063243,2,9,GO:0050433,regulation of catecholamine secretion,0.0948292909058549
2623,-3857,0.0115475756339255,2,5,GO:0050687,negative regulation of defense response to virus,0.0597860720129537
2641,1610,0.0162862109434368,2,26,GO:0050771,negative regulation of axonogenesis,0.0767352311978883
2644,601,0.022393103114744,2,171,GO:0050776,regulation of immune response,0.0969604183459376
2645,-2307,0.014905082162108,2,13,GO:0050777,negative regulation of immune response,0.071892604274783
2646,616,3.8153803007984e-09,2,1185,GO:0050790;GO:0065009,regulation of molecular function,1.89983495566226e-07
2647,878,6.4234335862139e-13,3,842,GO:0050793;GO:2000026,regulation of developmental process,6.39698415380008e-11
2648,1925,1.32989051776139e-06,4,74,GO:0050795,regulation of behavior,3.54567660877171e-05
2649,667,0.00445672164454987,4,216,GO:0050801;GO:0055065;GO:0055080,ion homeostasis,0.0299413878739005
2651,953,0.000982632790666285,3,141,GO:0050804,regulation of synaptic transmission,0.0090167876129974
2671,1215,5.84676485394957e-13,3,425,GO:0050877,neurological system process,5.99913508953735e-11
2679,2280,4.90200440616747e-07,2,57,GO:0050906,detection of stimulus involved in sensory perception,1.41864845463958e-05
2680,2558,3.10026125170312e-05,2,31,GO:0050907,detection of chemical stimulus involved in sensory perception,0.000522262915336655
2682,2156,0.014544777543391,2,15,GO:0050909,sensory perception of taste,0.070455817971276
2683,2014,0.0224558206099888,4,15,GO:0050910,detection of mechanical stimulus involved in sensory perception of sound,0.097107801513949
2684,2356,0.0129172041127715,2,13,GO:0050912,detection of chemical stimulus involved in sensory perception of taste,0.0648926604241013
2688,1675,0.000365605833085598,2,53,GO:0050920,regulation of chemotaxis,0.00401929010009037
2690,2221,0.0149907075915875,3,14,GO:0050951;GO:0050955,sensory perception of temperature stimulus,0.0722027537768354
2692,2683,0.00168658845577505,5,16,GO:0050966;GO:0050968,detection of chemical stimulus involved in sensory perception of pain,0.0139628080959763
2693,2325,5.74247365683942e-05,2,35,GO:0050974,detection of mechanical stimulus involved in sensory perception,0.000871928959733555
2694,2559,7.68966465021816e-12,2,84,GO:0050982,detection of mechanical stimulus,6.35053768430212e-10
2705,912,1.9908441128904e-10,4,598,GO:0051049,regulation of transport,1.24833299374942e-08
2707,839,0.0139221939757558,2,101,GO:0051051,negative regulation of transport,0.0685182395376586
2708,-864,0.00336202344469801,2,136,GO:0051052,regulation of DNA metabolic process,0.0240732020197719
2712,1750,1.36593310592632e-08,5,124,GO:0051056,regulation of small GTPase mediated signal transduction,5.85449303375509e-07
2713,1330,6.25960823452397e-06,5,136,GO:0051090,regulation of sequence-specific DNA binding transcription factor activity,0.000135000213261772
2714,1982,3.222243610258e-07,2,78,GO:0051091,positive regulation of sequence-specific DNA binding transcription factor activity,9.8292944723726e-06
2715,1885,0.00030273319427262,7,43,GO:0051092,positive regulation of NF-kappaB transcription factor activity,0.00346302228313207
2716,520,0.00395702967494223,2,370,GO:0051094,positive regulation of developmental process,0.027413427851319
2718,746,0.0143638677936032,3,127,GO:0051098,regulation of binding,0.0697791339299002
2720,1871,0.00524175238702523,2,26,GO:0051101,regulation of DNA binding,0.03384585167887
2722,472,0.000129536029479501,3,825,GO:0051128,regulation of cellular component organization,0.00179024079925547
2723,869,0.000189884792285021,2,219,GO:0051129,negative regulation of cellular component organization,0.00239906681595926
2738,-1472,3.13309992884289e-05,2,94,GO:0051188,cofactor biosynthetic process,0.000525181997973368
2748,850,5.12117375893377e-14,3,998,GO:0051239,regulation of multicellular organismal process,5.97941184405164e-12
2749,1164,1.22988925352874e-07,4,246,GO:0051240,positive regulation of multicellular organismal process,4.20646970954375e-06
2750,775,0.00575713795273218,2,150,GO:0051241,negative regulation of multicellular organismal process,0.0365734880074131
2761,2509,0.000323321190323224,2,24,GO:0051293,establishment of spindle localization,0.00363709485194165
2768,-2472,0.000171391657302654,3,27,GO:0051340;GO:0051351;GO:0051438;GO:0051443,regulation of ligase activity,0.00220159919354759
2770,456,0.00772480037026124,2,413,GO:0051345,positive regulation of hydrolase activity,0.0454889983542688
2773,-3295,0.000187891245794824,4,15,GO:0051352;GO:0051436;GO:0051439;GO:0051444;GO:0051437,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,0.00238277063019204
2779,2592,2.05926735279512e-07,2,47,GO:0051480;GO:0007204,cytosolic calcium ion homeostasis,6.70449928515796e-06
2785,1085,0.0187429181961807,3,55,GO:0051494,negative regulation of cytoskeleton organization,0.085645777344491
2801,937,0.0156945286596273,2,78,GO:0051607,defense response to virus,0.0745325021619888
2812,-394,0.0110672318559565,1,507,GO:0051704,multi-organism process,0.0579190835614663
2815,424,0.00748141780552262,2,484,GO:0051726,regulation of cell cycle,0.0443644145175124
2820,-1756,0.00076403834886008,2,43,GO:0051783;GO:0007088,regulation of nuclear division,0.00739152528354352
2832,1634,0.00105548766597671,2,47,GO:0051899,membrane depolarization,0.0096072076263364
2835,-4374,0.000122318098597428,3,9,GO:0051917;GO:0051919,regulation of fibrinolysis,0.00170520292475558
2836,1108,0.0195195951759764,7,52,GO:0051924,regulation of calcium ion transport,0.0878900921088512
2839,1480,0.017755735866534,5,30,GO:0051952,regulation of amine transport,0.0822447628510043
2842,1056,0.0151202856685856,2,62,GO:0051963;GO:0050807,regulation of synapse organization,0.0727234194230552
2854,2492,0.00263545676138326,4,17,GO:0055008;GO:0060415,muscle tissue morphogenesis,0.0198745135724804
2855,1718,0.00678826344902613,3,29,GO:0055021;GO:0055024;GO:0060420;GO:0060043,regulation of cardiac muscle tissue development,0.0415643038669123
2858,-1506,0.00122460014125927,3,54,GO:0055076,transition metal ion homeostasis,0.0108831918065719
2865,-1129,2.01251493432346e-21,2,893,GO:0055114,oxidation-reduction process,1.36287511352385e-18
2874,2150,0.000106089108857868,4,38,GO:0060026;GO:0060027;GO:2000050;GO:2000095,convergent extension,0.00154170696391734
2879,2525,0.00420503174191904,2,15,GO:0060045,positive regulation of cardiac muscle cell proliferation,0.0285908383095138
2896,2338,0.000109610278036502,5,32,GO:0060191;GO:0060193;GO:0010518;GO:0010517,regulation of lipase activity,0.00157262881962541
2905,935,0.0123439242852759,3,84,GO:0060271,cilium morphogenesis,0.0626857711228759
2908,776,1.66679145248524e-05,3,370,GO:0060284;GO:0051960,regulation of nervous system development,0.00029926753127983
2923,504,0.00864970124260505,4,325,GO:0060341,regulation of cellular localization,0.0488131473457678
2925,-2297,0.0198401145373703,2,12,GO:0060346,bone trabecula formation,0.0892146451839785
2931,3507,0.00658763817746155,2,7,GO:0060384,innervation,0.0405558961252451
2937,2845,0.00573359415448444,6,11,GO:0060402;GO:0060401,calcium ion transport into cytosol,0.0364923868554216
2938,1655,0.0231606485028967,2,22,GO:0060411,cardiac septum morphogenesis,0.0990176209984952
2946,2356,0.0221874241975015,4,11,GO:0060445,branching involved in salivary gland morphogenesis,0.0965637767773009
2948,3421,0.000179056213346024,5,14,GO:0060479;GO:0060487,lung cell differentiation,0.00227926443003623
2952,3664,0.0164521391408836,3,5,GO:0060538,skeletal muscle organ development,0.0767352311978883
2955,1164,0.0053836155307408,3,67,GO:0060560,developmental growth involved in morphogenesis,0.0345244738391825
2966,-4434,0.00369160329245303,6,5,GO:0060706;GO:0060707,trophoblast giant cell differentiation,0.0258794384021655
2975,1361,0.000108541113779724,6,95,GO:0060828,regulation of canonical Wnt signaling pathway,0.00156391579258785
2985,-3060,0.000144742155043887,4,18,GO:0061077,chaperone-mediated protein folding,0.00192951549991575
2991,2582,0.00342687941663099,2,15,GO:0061311,cell surface receptor signaling pathway involved in heart development,0.0243258148945755
2992,2545,0.0184795109528496,2,10,GO:0061314,Notch signaling involved in heart development,0.0847853984909875
2998,1157,0.0121622846881037,4,55,GO:0061448,connective tissue development,0.0621138702170726
3001,-1551,0.0163268760862625,2,28,GO:0065002;GO:0071806,protein transmembrane transport,0.0767352311978883
3016,2219,0.0191587119090554,2,13,GO:0070252,actin-mediated cell contraction,0.0869589792547742
3027,3509,0.02159270935537,3,5,GO:0070472;GO:0070474,regulation of uterine smooth muscle contraction,0.0948292909058549
3028,3781,0.0033987326187365,4,7,GO:0070498,interleukin-1-mediated signaling pathway,0.0241766988383231
3029,1834,0.0163764979695583,5,20,GO:0070509,calcium ion import,0.0767352311978883
3036,2351,1.70705664102839e-16,4,145,GO:0070588,calcium ion transmembrane transport,3.40005516854243e-14
3042,1921,1.02857504735753e-15,2,207,GO:0070838;GO:0072511;GO:0006816,divalent inorganic cation transport,1.65845481445362e-13
3043,704,0.00122936864927039,3,251,GO:0070848;GO:0071363,response to growth factor,0.0108969692314909
3051,-3683,5.49815288287627e-05,3,14,GO:0070979,protein K11-linked ubiquitination,0.000842386681512174
3059,-919,0.00246300794828609,5,128,GO:0071103,DNA conformation change,0.0187954024918635
3065,-3307,0.00367579332284221,3,9,GO:0071173;GO:0031577,spindle checkpoint,0.0258220667866052
3070,-2369,0.00326092541953083,2,18,GO:0071230,cellular response to amino acid stimulus,0.023542630001133
3113,-2836,0.00402547796941454,2,12,GO:0071616;GO:0035384,acyl-CoA biosynthetic process,0.0277602207829687
3116,3094,0.0026605945004386,2,11,GO:0071679,commissural neuron axon guidance,0.0200194955077447
3118,-495,6.55446755723468e-06,2,1063,GO:0071702,organic substance transport,0.00013958130282262
3125,-356,0.00424752654639196,2,805,GO:0071822;GO:0043933,macromolecular complex subunit organization,0.0287068360999664
3129,2814,2.26717188203425e-06,3,33,GO:0071875,adrenergic receptor signaling pathway,5.60338977559706e-05
3131,1352,5.07319733637431e-09,6,222,GO:0071900,regulation of protein serine/threonine kinase activity,2.41941495506527e-07
3133,1640,4.0915068813107e-08,2,132,GO:0071902,positive regulation of protein serine/threonine kinase activity,1.57430026137705e-06
3140,1762,0.00230552617204064,3,35,GO:0072091,regulation of stem cell proliferation,0.0178638709806169
3145,2016,0.000192705170014794,2,40,GO:0072189;GO:0071910;GO:0060993;GO:0003283;GO:0035469;GO:0071907;GO:0071908;GO:0071909,kidney morphogenesis,0.0024166655765559
3146,3058,0.0113247905323866,3,8,GO:0072215,regulation of metanephros development,0.0588124858016273
3147,-772,0.0176821798297238,3,111,GO:0072330,monocarboxylic acid biosynthetic process,0.0821287529539709
3161,-1186,0.0132887116886247,3,51,GO:0072593,reactive oxygen species metabolic process,0.0662674194074864
3162,-862,0.0163938873641561,2,91,GO:0072594,establishment of protein localization to organelle,0.0767352311978883
3165,2160,0.00731908871400059,2,18,GO:0072661,protein targeting to plasma membrane,0.0436310464535317
3171,2981,0.0135642188349855,2,8,GO:0080182,histone H3-K4 trimethylation,0.0672451610179515
3174,2683,0.00168279534368963,4,16,GO:0086010,membrane depolarization during action potential,0.0139628080959763
3180,-1208,0.0011520859495408,2,85,GO:0090068,positive regulation of cell cycle process,0.0103473820295627
3198,2397,0.00291445697529682,2,18,GO:0090183,regulation of kidney development,0.0215937665609519
3208,1779,0.00923754621189651,3,25,GO:0090263,positive regulation of canonical Wnt signaling pathway,0.0517441686287288
3211,2690,0.0181577797907415,2,9,GO:0090303,positive regulation of wound healing,0.083657492891559
3215,-2828,1.71877597340622e-05,4,27,GO:0090329,regulation of DNA-dependent DNA replication,0.000306303970839656
3220,-1048,1.73211855631209e-06,3,248,GO:0090407,organophosphate biosynthetic process,4.44314653914601e-05
3227,3956,0.00959752554947869,3,5,GO:0097155,fasciculation of sensory neuron axon,0.0527977062245191
3231,2559,0.000809488745536538,2,20,GO:0097194,execution phase of apoptosis,0.00774273698414327
3232,2953,0.00948802644447496,4,9,GO:0097195,pilomotor reflex,0.0524085767389759
3236,742,0.0214329252318337,2,113,GO:0097305,response to alcohol,0.0946178420273649
3242,781,0.009776897857442,3,129,GO:0098542,defense response to other organism,0.0533944776537074
3251,2700,7.82799448070655e-05,5,25,GO:1900543;GO:0045980,negative regulation of nucleotide metabolic process,0.00116252584700317
3261,-1045,1.96227230637404e-05,2,198,GO:1901137,carbohydrate derivative biosynthetic process,0.000344261866807383
3266,-935,5.92662254399911e-20,2,1247,GO:1901564,organonitrogen compound metabolic process,2.22972710377567e-17
3267,-518,0.000138511577021698,2,668,GO:1901565,organonitrogen compound catabolic process,0.00186852669241223
3268,-1037,8.50617684660952e-09,3,371,GO:1901566,organonitrogen compound biosynthetic process,3.84025530701598e-07
3269,-1241,8.12625046318358e-08,6,222,GO:1901605,alpha-amino acid metabolic process,2.89636674403575e-06
3270,-1091,0.00225599287663647,2,92,GO:1901606;GO:0009063,cellular amino acid catabolic process,0.017520164863053
3271,-1692,1.71045061771535e-06,4,94,GO:1901607,alpha-amino acid biosynthetic process,4.42105785617113e-05
3292,-953,0.0152826451641101,3,76,GO:1901988;GO:1901991,negative regulation of cell cycle phase transition,0.0731882168212734
3293,-1014,0.00126543460297642,2,119,GO:1901990;GO:1901987,regulation of cell cycle phase transition,0.0111582332439535
3310,3234,0.0122316333673731,3,7,GO:1902305,regulation of sodium ion transmembrane transport,0.0622979264780326
3312,1132,2.05601679942979e-15,2,604,GO:1902531,regulation of intracellular signal transduction,3.16439676494058e-13
3314,1060,4.30913744901454e-08,2,320,GO:1902533,positive regulation of intracellular signal transduction,1.63940892161385e-06
3332,-3229,0.00279385787871017,5,10,GO:2000104;GO:0032875;GO:0032876,negative regulation of DNA-dependent DNA replication,0.020851244074515
3339,3463,0.00014888485326789,6,14,GO:2000167,regulation of planar cell polarity pathway involved in neural tube closure,0.00196923481705108
3359,2189,0.000363158235185496,2,31,GO:2000479,regulation of cAMP-dependent protein kinase activity,0.00401847641940552
3372,3748,0.00717877868535136,4,6,GO:2001222;GO:2001224,regulation of neuron migration,0.0430218489001765
3376,1042,0.0204629243526768,2,58,GO:2001236,regulation of extrinsic apoptotic signaling pathway,0.0917711908124982
